lon,lat,alt,time,vel,moving,s,elapsed,asc,desc
-3.217707,51.128199,311.0,2019-08-03 11:08:00+00:00,40.22177984253484,1,6.861504765186385,1762.0,159.2,-113.99999999999994
-3.217821,51.128129,309.2,2019-08-03 11:08:01+00:00,40.59911155559172,1,6.87278229617405,1763.0,159.2,-115.79999999999995
-3.217916,51.12805,307.0,2019-08-03 11:08:02+00:00,40.413741973770065,1,6.884008335611208,1764.0,159.2,-117.99999999999994
-3.218018,51.127961,305.8,2019-08-03 11:08:03+00:00,44.10950043374523,1,6.896260974620581,1765.0,159.2,-119.19999999999993
-3.218127,51.127877,304.0,2019-08-03 11:08:04+00:00,43.85842854971884,1,6.908443871439949,1766.0,159.2,-120.99999999999994
-3.218254,51.127791,302.4,2019-08-03 11:08:05+00:00,47.30244010493266,1,6.921583438135762,1767.0,159.2,-122.59999999999997
-3.218386,51.127715,300.8,2019-08-03 11:08:06+00:00,45.38242536468768,1,6.934189667403731,1768.0,159.2,-124.19999999999993
-3.218656,51.127565,298.8,2019-08-03 11:08:08+00:00,45.45024550201839,1,6.9594398037937415,1770.0,159.2,-126.19999999999993
-3.2188,51.127489,297.4,2019-08-03 11:08:09+00:00,47.549458526582285,1,6.972647986717792,1771.0,159.2,-127.59999999999997
-3.218955,51.12741,296.2,2019-08-03 11:08:10+00:00,50.36338510426592,1,6.986637815913422,1772.0,159.2,-128.79999999999995
-3.219113,51.127327,294.6,2019-08-03 11:08:11+00:00,52.09783285957756,1,7.001109436152194,1773.0,159.2,-130.39999999999992
-3.219276,51.127244,292.6,2019-08-03 11:08:12+00:00,53.23728519223572,1,7.015897570927815,1774.0,159.2,-132.39999999999992
-3.219447,51.127155,291.4,2019-08-03 11:08:13+00:00,55.99319741730973,1,7.031451236877068,1775.0,159.2,-133.59999999999997
-3.219624,51.127061,289.4,2019-08-03 11:08:14+00:00,58.711036371202795,1,7.047759858091291,1776.0,159.2,-135.59999999999997
-3.219803,51.126964,287.6,2019-08-03 11:08:15+00:00,59.78275836790912,1,7.064366179860154,1777.0,159.2,-137.39999999999992
-3.219982,51.126866,285.2,2019-08-03 11:08:16+00:00,60.31509502865491,1,7.081120372923669,1778.0,159.2,-139.79999999999995
-3.220152,51.126764,282.4,2019-08-03 11:08:17+00:00,59.95650634385882,1,7.097774958019186,1779.0,159.2,-142.59999999999997
-3.220315,51.126663,280.4,2019-08-03 11:08:18+00:00,58.01094556479653,1,7.113889109564963,1780.0,159.2,-144.59999999999997
-3.220461,51.126561,278.2,2019-08-03 11:08:19+00:00,55.47046623947244,1,7.129297572409261,1781.0,159.2,-146.79999999999995
-3.220592,51.126461,276.0,2019-08-03 11:08:20+00:00,52.43859215492508,1,7.143863848007851,1782.0,159.2,-148.99999999999994
-3.220715,51.126361,273.8,2019-08-03 11:08:21+00:00,51.20043271087681,1,7.158086190427539,1783.0,159.2,-151.19999999999993
-3.22084,51.126265,271.6,2019-08-03 11:08:22+00:00,50.27038819340944,1,7.17205018714793,1784.0,159.2,-153.39999999999992
-3.220971,51.126172,269.6,2019-08-03 11:08:23+00:00,50.222750714412506,1,7.186000951235267,1785.0,159.2,-155.39999999999992
-3.221109,51.126079,267.6,2019-08-03 11:08:24+00:00,51.39306469034256,1,7.2002768025381405,1786.0,159.2,-157.39999999999992
-3.221251,51.12599,265.0,2019-08-03 11:08:25+00:00,51.29358550743507,1,7.21452502073465,1787.0,159.2,-159.99999999999994
-3.221394,51.125901,263.4,2019-08-03 11:08:26+00:00,50.93725267702373,1,7.228674257589379,1788.0,159.2,-161.59999999999997
-3.221533,51.125817,260.8,2019-08-03 11:08:27+00:00,49.38740083587468,1,7.242392980043788,1789.0,159.2,-164.19999999999993
-3.221677,51.125732,258.8,2019-08-03 11:08:28+00:00,50.19770815608473,1,7.256336787864923,1790.0,159.2,-166.19999999999993
-3.221825,51.125643,257.4,2019-08-03 11:08:29+00:00,51.75647037761321,1,7.270713585192038,1791.0,159.2,-167.59999999999997
-3.221977,51.125555,254.4,2019-08-03 11:08:30+00:00,53.07902680300095,1,7.285457759303982,1792.0,159.2,-170.59999999999994
-3.222128,51.125467,251.6,2019-08-03 11:08:31+00:00,52.75622262714465,1,7.3001122655893,1793.0,159.2,-173.39999999999995
-3.222272,51.125374,249.6,2019-08-03 11:08:32+00:00,52.42273171648683,1,7.314674135510547,1794.0,159.2,-175.39999999999995
-3.222414,51.125281,246.4,2019-08-03 11:08:33+00:00,52.84783271520836,1,7.32935408904255,1795.0,159.2,-178.59999999999994
-3.222548,51.125189,244.0,2019-08-03 11:08:34+00:00,50.65301557290429,1,7.343424371146134,1796.0,159.2,-180.99999999999994
-3.222677,51.125095,241.6,2019-08-03 11:08:35+00:00,50.421480335210596,1,7.357430337905915,1797.0,159.2,-183.39999999999995
-3.2228,51.125003,239.0,2019-08-03 11:08:36+00:00,48.9913650221292,1,7.371039050412062,1798.0,159.2,-185.99999999999994
-3.222927,51.124913,236.2,2019-08-03 11:08:37+00:00,49.182824687852296,1,7.384700946158687,1799.0,159.2,-188.79999999999995
-3.223068,51.124826,232.4,2019-08-03 11:08:38+00:00,51.53948643720952,1,7.399017470169023,1800.0,159.2,-192.59999999999994
-3.223222,51.124743,229.6,2019-08-03 11:08:39+00:00,51.99970424138642,1,7.413461832458297,1801.0,159.2,-195.39999999999995
-3.223386,51.124662,226.6,2019-08-03 11:08:40+00:00,53.54679973697073,1,7.428335943496344,1802.0,159.2,-198.39999999999995
-3.223561,51.124579,224.0,2019-08-03 11:08:41+00:00,55.91367505844214,1,7.443867519901467,1803.0,159.2,-200.99999999999994
-3.22373,51.124499,221.4,2019-08-03 11:08:42+00:00,54.01468072363027,1,7.458871597880253,1804.0,159.2,-203.59999999999994
-3.223912,51.12443,218.8,2019-08-03 11:08:43+00:00,54.24940089720763,1,7.473940875907255,1805.0,159.2,-206.19999999999993
-3.224087,51.124347,215.6,2019-08-03 11:08:44+00:00,56.3157108436839,1,7.48958412891939,1806.0,159.2,-209.39999999999995
-3.224272,51.124274,212.8,2019-08-03 11:08:45+00:00,55.83560079094628,1,7.505094018027986,1807.0,159.2,-212.19999999999993
-3.224452,51.124194,210.4,2019-08-03 11:08:46+00:00,56.0991595959066,1,7.520677117915738,1808.0,159.2,-214.59999999999994
-3.224639,51.124117,208.6,2019-08-03 11:08:47+00:00,56.57916807010179,1,7.536393553490766,1809.0,159.2,-216.39999999999995
-3.224834,51.124042,205.6,2019-08-03 11:08:48+00:00,58.48189795327708,1,7.552638525144454,1810.0,159.2,-219.39999999999995
-3.225036,51.123961,203.4,2019-08-03 11:08:49+00:00,60.7603276090136,1,7.569516393924736,1811.0,159.2,-221.59999999999994
-3.225238,51.123867,200.2,2019-08-03 11:08:50+00:00,64.23835741053732,1,7.58736038209433,1812.0,159.2,-224.79999999999995
-3.225446,51.123773,196.8,2019-08-03 11:08:51+00:00,65.56719741054981,1,7.605573492486149,1813.0,159.2,-228.19999999999993
-3.225646,51.123679,194.6,2019-08-03 11:08:52+00:00,63.29157012595187,1,7.623154484187802,1814.0,159.2,-230.39999999999995
-3.225838,51.123581,191.8,2019-08-03 11:08:53+00:00,63.00617090743723,1,7.640656198328757,1815.0,159.2,-233.19999999999993
-3.226014,51.12348,189.2,2019-08-03 11:08:54+00:00,60.65986668187791,1,7.657506161295945,1816.0,159.2,-235.79999999999995
-3.226165,51.123379,187.4,2019-08-03 11:08:55+00:00,55.83608717220718,1,7.673016185510447,1817.0,159.2,-237.59999999999994
-3.226293,51.123281,185.6,2019-08-03 11:08:56+00:00,51.15321621277327,1,7.687225412236217,1818.0,159.2,-239.39999999999995
-3.226405,51.123193,182.6,2019-08-03 11:08:57+00:00,46.37400050914099,1,7.700107079044312,1819.0,159.2,-242.39999999999995
-3.226506,51.123118,178.8,2019-08-03 11:08:58+00:00,41.63318200585559,1,7.7116718518237155,1820.0,159.2,-246.19999999999993
-3.226595,51.123055,177.0,2019-08-03 11:08:59+00:00,34.331515839759476,1,7.721208384001427,1821.0,159.2,-247.99999999999994
-3.226677,51.122997,175.0,2019-08-03 11:09:00+00:00,31.873156717024532,1,7.730062038645045,1822.0,159.2,-249.99999999999994
-3.226756,51.122935,173.2,2019-08-03 11:09:01+00:00,32.44228238460286,1,7.739073783751879,1823.0,159.2,-251.79999999999995
-3.226908,51.122804,171.8,2019-08-03 11:09:03+00:00,32.54290992838662,1,7.757153178156538,1825.0,159.2,-253.19999999999993
-3.227154,51.122612,170.8,2019-08-03 11:09:06+00:00,32.906944840827066,1,7.784575632190561,1828.0,159.2,-254.19999999999993
-3.227399,51.122521,170.0,2019-08-03 11:09:08+00:00,35.802853152271204,1,7.804466106164045,1830.0,159.2,-254.99999999999994
-3.227548,51.122492,169.6,2019-08-03 11:09:09+00:00,39.23268358028241,1,7.8153640738252355,1831.0,159.2,-255.39999999999995
-3.227704,51.122473,168.6,2019-08-03 11:09:10+00:00,40.09969994839485,1,7.826502879366456,1832.0,159.2,-256.4
-3.227869,51.122456,167.0,2019-08-03 11:09:11+00:00,42.41627303280315,1,7.838285177431124,1833.0,159.2,-258.0
-3.228045,51.122442,166.0,2019-08-03 11:09:12+00:00,44.73186102783414,1,7.8507106943833,1834.0,159.2,-259.0
-3.228218,51.122432,164.6,2019-08-03 11:09:13+00:00,43.952904958500724,1,7.862919834649549,1835.0,159.2,-260.4
-3.228381,51.122425,163.6,2019-08-03 11:09:14+00:00,41.21905238384572,1,7.874369571422839,1836.0,159.2,-261.4
-3.228533,51.12242,162.2,2019-08-03 11:09:15+00:00,38.584224414913244,1,7.885087411538093,1837.0,159.2,-262.79999999999995
-3.228804,51.122412,159.8,2019-08-03 11:09:17+00:00,34.36463369556167,1,7.904178874702294,1839.0,159.2,-265.19999999999993
-3.228919,51.122418,158.2,2019-08-03 11:09:18+00:00,29.568375191903055,1,7.9123923122556,1840.0,159.2,-266.79999999999995
-3.229025,51.122425,156.6,2019-08-03 11:09:19+00:00,27.39964288768149,1,7.920003324168844,1841.0,159.2,-268.4
-3.229118,51.122435,155.0,2019-08-03 11:09:20+00:00,24.40313195742488,1,7.926781971934795,1842.0,159.2,-270.0
-3.229185,51.122442,153.2,2019-08-03 11:09:21+00:00,18.258915679275756,1,7.931853892956816,1843.0,159.2,-271.8
-3.22923,51.122443,152.0,2019-08-03 11:09:22+00:00,12.113173365437966,1,7.935218663336105,1844.0,159.2,-273.0
-3.229252,51.122455,150.4,2019-08-03 11:09:25+00:00,3.106204806492579,1,7.937807167341516,1847.0,159.2,-274.6
-3.229246,51.12249,149.4,2019-08-03 11:10:00+00:00,0.41565353810722844,0,7.937807167341516,1847.0,159.2,-274.6
-3.22931,51.122733,149.6,2019-08-03 11:10:07+00:00,14.089133935812237,1,7.96520270555004,1854.0,159.39999999999998,-274.6
-3.229372,51.122816,149.4,2019-08-03 11:10:09+00:00,18.356491374620088,1,7.975400756313719,1856.0,159.39999999999998,-274.8
-3.229466,51.12289,149.4,2019-08-03 11:10:11+00:00,18.947834063133726,1,7.9859273307932375,1858.0,159.39999999999998,-274.8
-3.229574,51.122949,149.4,2019-08-03 11:10:13+00:00,17.991946369830735,1,7.995922856554254,1860.0,159.39999999999998,-274.8
-3.22963,51.122974,149.4,2019-08-03 11:10:14+00:00,17.270901560633064,1,8.000720329209985,1861.0,159.39999999999998,-274.8
-3.229691,51.122993,149.4,2019-08-03 11:10:15+00:00,17.11449733658312,1,8.005474356247925,1862.0,159.39999999999998,-274.8
-3.229898,51.123043,149.0,2019-08-03 11:10:18+00:00,18.58712886515731,1,8.020963630302223,1865.0,159.39999999999998,-275.20000000000005
-3.230144,51.123077,148.6,2019-08-03 11:10:21+00:00,21.107455445877108,1,8.03855317650712,1868.0,159.39999999999998,-275.6
-3.230233,51.123081,148.4,2019-08-03 11:10:22+00:00,22.436323079833464,1,8.04478548847374,1869.0,159.39999999999998,-275.8
-3.230324,51.123086,148.4,2019-08-03 11:10:23+00:00,22.957598736270196,1,8.051162599233816,1870.0,159.39999999999998,-275.8
-3.230751,51.123142,147.0,2019-08-03 11:10:27+00:00,27.43676742356313,1,8.081647896371107,1874.0,159.39999999999998,-277.20000000000005
-3.230861,51.123175,146.8,2019-08-03 11:10:28+00:00,30.649233941720144,1,8.09016157246603,1875.0,159.39999999999998,-277.40000000000003
-3.231057,51.12327,146.2,2019-08-03 11:10:30+00:00,31.13708463273029,1,8.107459952817548,1877.0,159.39999999999998,-278.00000000000006
-3.23114,51.123328,145.8,2019-08-03 11:10:31+00:00,31.249772838532547,1,8.116140445272695,1878.0,159.39999999999998,-278.40000000000003
-3.231214,51.123391,145.4,2019-08-03 11:10:32+00:00,31.373579006801208,1,8.12485532833014,1879.0,159.39999999999998,-278.80000000000007
-3.231284,51.123453,144.8,2019-08-03 11:10:33+00:00,30.503611969821904,1,8.133328553877313,1880.0,159.39999999999998,-279.4000000000001
-3.231426,51.123558,143.4,2019-08-03 11:10:35+00:00,27.688598797945808,1,8.148711108765061,1882.0,159.39999999999998,-280.80000000000007
-3.231686,51.123665,142.4,2019-08-03 11:10:38+00:00,26.07306612804742,1,8.170438663871767,1885.0,159.39999999999998,-281.80000000000007
-3.232498,51.123956,141.8,2019-08-03 11:10:47+00:00,26.111300180962456,1,8.235716914324174,1894.0,159.39999999999998,-282.4000000000001
-3.232661,51.124017,141.8,2019-08-03 11:10:49+00:00,23.84678346350099,1,8.248965127359451,1896.0,159.39999999999998,-282.4000000000001
-3.233432,51.124285,143.6,2019-08-03 11:10:59+00:00,22.15895291086689,1,8.310517774334082,1906.0,161.19999999999996,-282.4000000000001
-3.233735,51.124386,144.6,2019-08-03 11:11:03+00:00,21.57402432376787,1,8.334488912471603,1910.0,162.19999999999996,-282.4000000000001
-3.233944,51.124475,145.2,2019-08-03 11:11:06+00:00,21.169858749787302,1,8.35213046142976,1913.0,162.79999999999995,-282.4000000000001
-3.234331,51.124606,145.8,2019-08-03 11:11:12+00:00,18.420406660351304,1,8.38283113919701,1919.0,163.39999999999998,-282.4000000000001
-3.234952,51.124849,147.0,2019-08-03 11:11:21+00:00,20.440266174146696,1,8.433931804632376,1928.0,164.59999999999997,-282.4000000000001
-3.235471,51.125005,148.0,2019-08-03 11:11:29+00:00,18.082611555911402,1,8.474115385867735,1936.0,165.59999999999997,-282.4000000000001
-3.235654,51.125047,148.8,2019-08-03 11:11:32+00:00,16.35090361746284,1,8.487741138882287,1939.0,166.39999999999998,-282.4000000000001
-3.235709,51.125065,149.0,2019-08-03 11:11:33+00:00,15.604940619153137,1,8.492075844609829,1940.0,166.59999999999997,-282.4000000000001
-3.235766,51.125084,149.4,2019-08-03 11:11:34+00:00,16.283382092961915,1,8.49659900630232,1941.0,166.99999999999997,-282.4000000000001
-3.236066,51.125161,150.4,2019-08-03 11:11:39+00:00,16.30660075685168,1,8.51924706290906,1946.0,167.99999999999997,-282.4000000000001
-3.236123,51.125174,150.6,2019-08-03 11:11:40+00:00,15.258071787947983,1,8.523485416183489,1947.0,168.19999999999996,-282.4000000000001
-3.236506,51.125254,151.6,2019-08-03 11:11:47+00:00,14.500791508489238,1,8.551681399672217,1954.0,169.19999999999996,-282.4000000000001
-3.236711,51.125313,152.8,2019-08-03 11:11:51+00:00,14.210253603867185,1,8.56747057034318,1958.0,170.39999999999998,-282.4000000000001
-3.237085,51.12538,154.0,2019-08-03 11:11:58+00:00,13.976912569777767,1,8.594647900339972,1965.0,171.59999999999997,-282.4000000000001
-3.237136,51.125384,154.4,2019-08-03 11:11:59+00:00,12.996401812710896,1,8.598258011954613,1966.0,171.99999999999997,-282.4000000000001
-3.237189,51.125392,155.0,2019-08-03 11:12:00+00:00,13.868334550357181,1,8.60211032710749,1967.0,172.59999999999997,-282.4000000000001
-3.237403,51.125425,156.2,2019-08-03 11:12:04+00:00,13.886890330135486,1,8.617540205252084,1971.0,173.79999999999995,-282.4000000000001
-3.237719,51.125474,157.0,2019-08-03 11:12:10+00:00,13.641941385359317,1,8.640276774227683,1977.0,174.59999999999997,-282.4000000000001
-3.237829,51.125495,157.2,2019-08-03 11:12:12+00:00,14.451673046228336,1,8.648305481475587,1979.0,174.79999999999995,-282.4000000000001
-3.238161,51.125555,158.4,2019-08-03 11:12:18+00:00,14.488568640937931,1,8.67245309587715,1985.0,175.99999999999997,-282.4000000000001
-3.238719,51.125598,159.2,2019-08-03 11:12:28+00:00,14.13115099420953,1,8.711706293083287,1995.0,176.79999999999995,-282.4000000000001
-3.23885,51.125566,159.2,2019-08-03 11:12:30+00:00,17.663399758950206,1,8.721519292949372,1997.0,176.79999999999995,-282.4000000000001
-3.239648,51.125308,158.8,2019-08-03 11:12:41+00:00,20.508417377480544,1,8.784183901602784,2008.0,176.79999999999995,-282.80000000000007
-3.239736,51.125283,157.8,2019-08-03 11:12:45+00:00,6.1351743134202605,1,8.791000761951029,2012.0,176.79999999999995,-283.80000000000007
-3.239783,51.12527,157.6,2019-08-03 11:13:02+00:00,0.7604536286550995,1,8.794591792975234,2029.0,176.79999999999995,-284.0000000000001
-3.239815,51.125263,157.4,2019-08-03 11:13:03+00:00,8.5467105679867,1,8.79696587924412,2030.0,176.79999999999995,-284.2000000000001
-3.239852,51.12526,157.4,2019-08-03 11:13:04+00:00,9.375679568026044,1,8.799570234679681,2031.0,176.79999999999995,-284.2000000000001
-3.239954,51.125258,157.4,2019-08-03 11:13:07+00:00,8.548651728966192,1,8.806694111120486,2034.0,176.79999999999995,-284.2000000000001
-3.2406,51.125197,156.4,2019-08-03 11:13:16+00:00,18.24576636936476,1,8.852308527043897,2043.0,176.79999999999995,-285.2000000000001
-3.240865,51.125191,154.8,2019-08-03 11:13:19+00:00,22.296195806114564,1,8.87088869021566,2046.0,176.79999999999995,-286.80000000000007
-3.241172,51.125179,153.4,2019-08-03 11:13:22+00:00,25.82179578669612,1,8.89240685337124,2049.0,176.79999999999995,-288.20000000000005
-3.241549,51.125174,152.2,2019-08-03 11:13:25+00:00,31.62099101779382,1,8.918757679219402,2052.0,176.79999999999995,-289.4000000000001
-3.241847,51.125186,151.2,2019-08-03 11:13:27+00:00,37.56514684429432,1,8.939627205244008,2054.0,176.79999999999995,-290.4000000000001
-3.242,51.125198,150.0,2019-08-03 11:13:28+00:00,38.98936141374156,1,8.950457583414492,2055.0,176.79999999999995,-291.6000000000001
-3.242316,51.125228,148.6,2019-08-03 11:13:30+00:00,40.23743816882823,1,8.972811715730508,2057.0,176.79999999999995,-293.0000000000001
-3.242632,51.125268,146.8,2019-08-03 11:13:32+00:00,40.63562904432712,1,8.995387065199578,2059.0,176.79999999999995,-294.80000000000007
-3.242795,51.125277,145.2,2019-08-03 11:13:33+00:00,41.52290777148622,1,9.006921206247215,2060.0,176.79999999999995,-296.4000000000001
-3.242951,51.125275,144.2,2019-08-03 11:13:34+00:00,39.37716966466359,1,9.017859308931843,2061.0,176.79999999999995,-297.4000000000001
-3.243356,51.125264,143.0,2019-08-03 11:13:37+00:00,33.98888662253375,1,9.04618338111729,2064.0,176.79999999999995,-298.6000000000001
-3.244018,51.125312,144.2,2019-08-03 11:13:46+00:00,18.614249985835087,1,9.092719006081877,2073.0,177.99999999999994,-298.6000000000001
-3.244134,51.125329,145.4,2019-08-03 11:13:48+00:00,15.123008182542367,1,9.1011206772944,2075.0,179.19999999999996,-298.6000000000001
-3.244254,51.125354,146.6,2019-08-03 11:13:50+00:00,16.033646092810297,1,9.110028258457072,2077.0,180.39999999999995,-298.6000000000001
-3.244377,51.125366,147.8,2019-08-03 11:13:52+00:00,15.789483985899428,1,9.118800194004795,2079.0,181.59999999999997,-298.6000000000001
-3.2445,51.125389,148.8,2019-08-03 11:13:54+00:00,16.22695234024266,1,9.127815167527151,2081.0,182.59999999999997,-298.6000000000001
-3.244703,51.125444,150.0,2019-08-03 11:13:57+00:00,18.57788226704292,1,9.143296736083022,2084.0,183.79999999999995,-298.6000000000001
-3.244904,51.125506,151.2,2019-08-03 11:14:00+00:00,18.81640910969883,1,9.158977077007771,2087.0,184.99999999999994,-298.6000000000001
-3.245116,51.125563,152.2,2019-08-03 11:14:03+00:00,19.357233594439702,1,9.175108105003137,2090.0,185.99999999999994,-298.6000000000001
-3.245371,51.125623,153.4,2019-08-03 11:14:07+00:00,17.143710410677535,1,9.19415667212611,2094.0,187.19999999999996,-298.6000000000001
-3.24573,51.125635,154.6,2019-08-03 11:14:13+00:00,15.075008488838263,1,9.219281686274174,2100.0,188.39999999999995,-298.6000000000001
-3.246527,51.125648,155.2,2019-08-03 11:14:24+00:00,18.215485966916287,1,9.27494011561753,2111.0,188.99999999999994,-298.6000000000001
-3.246761,51.125672,154.6,2019-08-03 11:14:27+00:00,19.874941570305104,1,9.291502566926118,2114.0,188.99999999999994,-299.20000000000005
-3.247551,51.125743,154.0,2019-08-03 11:14:37+00:00,20.056847584854637,1,9.347216032439603,2124.0,188.99999999999994,-299.80000000000007
-3.247702,51.125774,154.0,2019-08-03 11:14:39+00:00,19.962871634076503,1,9.358306516680756,2126.0,188.99999999999994,-299.80000000000007
-3.248395,51.125987,155.0,2019-08-03 11:14:49+00:00,19.39504892734065,1,9.412181652590036,2136.0,189.99999999999994,-299.80000000000007
-3.248599,51.12601,155.6,2019-08-03 11:14:52+00:00,17.37716205056567,1,9.426662620965509,2139.0,190.59999999999994,-299.80000000000007
-3.248788,51.126027,156.8,2019-08-03 11:14:55+00:00,16.058625452535452,1,9.44004480884262,2142.0,191.79999999999995,-299.80000000000007
-3.249049,51.126032,158.0,2019-08-03 11:14:59+00:00,16.44074265850633,1,9.458312300685405,2146.0,192.99999999999994,-299.80000000000007
-3.249341,51.126041,159.4,2019-08-03 11:15:04+00:00,14.728380029076957,1,9.478768384059123,2151.0,194.39999999999995,-299.80000000000007
-3.249455,51.126044,160.0,2019-08-03 11:15:06+00:00,14.377538493164693,1,9.486755905444216,2153.0,194.99999999999994,-299.80000000000007
-3.249513,51.126043,160.2,2019-08-03 11:15:07+00:00,14.598899538183272,1,9.490811155315932,2154.0,195.19999999999993,-299.80000000000007
-3.249628,51.126046,160.4,2019-08-03 11:15:09+00:00,14.46693976045968,1,9.498848344071742,2156.0,195.39999999999995,-299.80000000000007
-3.249801,51.126048,161.0,2019-08-03 11:15:12+00:00,14.51219609627877,1,9.51094184081864,2159.0,195.99999999999994,-299.80000000000007
-3.249984,51.126053,161.4,2019-08-03 11:15:15+00:00,15.351570329061586,1,9.52373481609286,2162.0,196.39999999999995,-299.80000000000007
-3.25017,51.126066,162.0,2019-08-03 11:15:18+00:00,15.693687762247551,1,9.536812889228065,2165.0,196.99999999999994,-299.80000000000007
-3.250351,51.126085,162.6,2019-08-03 11:15:21+00:00,15.389469092425497,1,9.549637446805088,2168.0,197.59999999999994,-299.80000000000007
-3.250673,51.126112,163.2,2019-08-03 11:15:26+00:00,16.33347854238625,1,9.572322833669512,2173.0,198.19999999999993,-299.80000000000007
-3.250804,51.126122,163.8,2019-08-03 11:15:28+00:00,16.61683223277242,1,9.581554407132163,2175.0,198.79999999999995,-299.80000000000007
-3.251195,51.126145,164.2,2019-08-03 11:15:34+00:00,16.4501405531427,1,9.608971308054068,2181.0,199.19999999999993,-299.80000000000007
-3.251469,51.126168,164.8,2019-08-03 11:15:38+00:00,17.3759661859234,1,9.628277937149537,2185.0,199.79999999999995,-299.80000000000007
-3.251676,51.126193,165.2,2019-08-03 11:15:41+00:00,17.664588226349263,1,9.642998427338163,2188.0,200.19999999999993,-299.80000000000007
-3.252007,51.126239,165.8,2019-08-03 11:15:46+00:00,17.04471992477885,1,9.666671649455912,2193.0,200.79999999999995,-299.80000000000007
-3.252073,51.126247,166.0,2019-08-03 11:15:47+00:00,16.907835649911824,1,9.671368270469777,2194.0,200.99999999999994,-299.80000000000007
-3.252609,51.126293,167.0,2019-08-03 11:15:55+00:00,16.99993457432465,1,9.709145902857165,2202.0,201.99999999999994,-299.80000000000007
-3.253506,51.126365,167.2,2019-08-03 11:16:07+00:00,18.937966747969426,1,9.772272458683728,2214.0,202.19999999999993,-299.80000000000007
-3.254239,51.126416,167.0,2019-08-03 11:16:16+00:00,20.592709579887757,1,9.823754232633448,2223.0,202.19999999999993,-300.00000000000006
-3.254323,51.126427,166.8,2019-08-03 11:16:17+00:00,21.576004651709397,1,9.829747567258922,2224.0,202.19999999999993,-300.20000000000005
-3.254763,51.126476,166.4,2019-08-03 11:16:22+00:00,22.461857678387453,1,9.860944591812238,2229.0,202.19999999999993,-300.6
-3.255448,51.126554,165.6,2019-08-03 11:16:28+00:00,29.1625981956503,1,9.909548922138322,2235.0,202.19999999999993,-301.40000000000003
-3.255882,51.126594,164.0,2019-08-03 11:16:31+00:00,36.79495573674202,1,9.940211385252272,2238.0,202.19999999999993,-303.0
-3.256191,51.126625,162.6,2019-08-03 11:16:33+00:00,39.39959980438288,1,9.962100051810262,2240.0,202.19999999999993,-304.4
-3.256498,51.126649,161.0,2019-08-03 11:16:35+00:00,38.979326098543574,1,9.98375523297612,2242.0,202.19999999999993,-306.0
-3.256785,51.126671,158.8,2019-08-03 11:16:37+00:00,36.544827045850006,1,10.004057914668259,2244.0,202.19999999999993,-308.2
-3.257052,51.126698,157.0,2019-08-03 11:16:39+00:00,34.13544162281614,1,10.023022048903158,2246.0,202.19999999999993,-310.0
-3.257354,51.126734,155.8,2019-08-03 11:16:41+00:00,38.68513106590714,1,10.044513788384219,2248.0,202.19999999999993,-311.2
-3.257677,51.126789,154.8,2019-08-03 11:16:43+00:00,42.09074927675265,1,10.067897537982413,2250.0,202.19999999999993,-312.2
-3.258034,51.126871,153.6,2019-08-03 11:16:45+00:00,47.815636032429474,1,10.094461780222652,2252.0,202.19999999999993,-313.4
-3.258208,51.126912,153.0,2019-08-03 11:16:46+00:00,46.75634470892229,1,10.107449653752907,2253.0,202.19999999999993,-314.0
-3.258383,51.126951,151.4,2019-08-03 11:16:47+00:00,47.021815530306384,1,10.120511269177992,2254.0,202.19999999999993,-315.6
-3.258552,51.126977,150.4,2019-08-03 11:16:48+00:00,43.874891970797336,1,10.13269873916988,2255.0,202.19999999999993,-316.6
-3.25872,51.126989,148.6,2019-08-03 11:16:49+00:00,42.982048309923115,1,10.144638197033748,2256.0,202.19999999999993,-318.40000000000003
-3.25889,51.12699,147.2,2019-08-03 11:16:50+00:00,43.018947732582504,1,10.156587904737243,2257.0,202.19999999999993,-319.80000000000007
-3.25906,51.126985,145.2,2019-08-03 11:16:51+00:00,43.36953298109754,1,10.168634997231994,2258.0,202.19999999999993,-321.80000000000007
-3.259229,51.126976,143.4,2019-08-03 11:16:52+00:00,43.11192055245554,1,10.180610530718786,2259.0,202.19999999999993,-323.6
-3.259397,51.126966,142.4,2019-08-03 11:16:53+00:00,42.560220786223745,1,10.192432814270514,2260.0,202.19999999999993,-324.6
-3.259876,51.126965,141.0,2019-08-03 11:16:56+00:00,40.15945660257253,1,10.225899028105992,2263.0,202.19999999999993,-326.0
-3.260489,51.127031,139.6,2019-08-03 11:17:00+00:00,39.09446873481184,1,10.269337326700228,2267.0,202.19999999999993,-327.4
-3.261103,51.127121,138.0,2019-08-03 11:17:04+00:00,39.63860565401276,1,10.313380221871354,2271.0,202.19999999999993,-329.0
-3.261669,51.127196,136.8,2019-08-03 11:17:07+00:00,48.478206464447744,1,10.353778727258394,2274.0,202.19999999999993,-330.2
-3.262309,51.127282,135.8,2019-08-03 11:17:10+00:00,54.83835138540666,1,10.3994773534129,2277.0,202.19999999999993,-331.2
-3.262721,51.12736,133.6,2019-08-03 11:17:12+00:00,54.216140758601284,1,10.429597431612123,2279.0,202.19999999999993,-333.4
-3.262921,51.127398,132.2,2019-08-03 11:17:13+00:00,52.753426806843514,1,10.44425116128069,2280.0,202.19999999999993,-334.79999999999995
